ind,occ,act,year,act_complexity,act_size
EE1_,8,EE1_.8,2006,-1.1468313493255429,14865
EE1_,8,EE1_.8,2013,-1.1223979653771017,14532
EE1_,9,EE1_.9,1981,-1.0234811486609956,4665
EE1_,9,EE1_.9,1986,-0.6688381939528626,5907
EE1_,9,EE1_.9,1991,-1.1581526496270278,3489
EE1_,9,EE1_.9,1996,-1.2159426708903105,4383
EE1_,9,EE1_.9,2001,-1.1435646541572266,4737
EE1_,9,EE1_.9,2006,-1.178549082267654,7338
EE1_,9,EE1_.9,2013,-0.9564963871803857,9645
EE110,4,EE110.4,1981,-0.8907318520897676,1098
EE110,4,EE110.4,1986,-0.67327950123488145,1464
EE110,4,EE110.4,1991,-0.35522564956059904,993
EE110,4,EE110.4,1996,-0.4352212419268841,1026
EE110,4,EE110.4,2001,-0.21725823509126616,840
EE110,4,EE110.4,2006,-0.6541922970615749,1311
EE110,4,EE110.4,2013,-0.4545185770739637,1299
EE110,7,EE110.7,1981,-1.0332731347267679,13467
EE110,7,EE110.7,1986,-0.572676661310356,15291
EE110,7,EE110.7,1991,-0.10759347700926838,14058
EE110,7,EE110.7,1996,-0.2325033227387536,13710
EE110,7,EE110.7,2001,-0.11608415944841723,11631
EE110,7,EE110.7,2006,-0.7612484725233091,18642
EE110,7,EE110.7,2013,-0.6133505794083864,17217
EE110,9,EE110.9,1981,-0.5833730298027076,1188
EE110,9,EE110.9,1986,-0.29271659077635864,1827
EE110,9,EE110.9,1991,-0.00800027982311982,1056
EE110,9,EE110.9,1996,-0.22443076771657472,2154
EE110,9,EE110.9,2001,-0.3506206683138161,1260
EE110,9,EE110.9,2006,-0.9871805242798757,2898
EE110,9,EE110.9,2013,-0.4392679861392819,2478
EE113,7,EE113.7,1981,-0.37363535791026675,4977
EE113,7,EE113.7,1986,-0.7748430664329465,7161
EE113,7,EE113.7,1991,-0.8646725117822834,4149
EE113,7,EE113.7,1996,-1.044559199642053,3045
EE113,7,EE113.7,2001,-1.037698765443517,3459
EE113,7,EE113.7,2006,-1.1005491331399173,3597
EE113,7,EE113.7,2013,-1.041556575337531,2934
FF11_,1,FF11_.1,1981,1.2289439894889511,1644
FF11_,1,FF11_.1,1986,1.2083212017587797,3867
FF11_,1,FF11_.1,1991,1.6567507963081678,6327
FF11_,1,FF11_.1,1996,1.6223071691928193,7551
FF11_,1,FF11_.1,2001,1.4992699241014227,8562
FF11_,1,FF11_.1,2006,1.4634994838301476,8778
FF11_,1,FF11_.1,2013,1.2963939020002582,8814
FF11_,3,FF11_.3,1981,0.8004007758080545,2106
FF11_,3,FF11_.3,1986,1.2759123454208097,3543
FF11_,3,FF11_.3,1991,1.8801988410350179,4695
FF11_,3,FF11_.3,1996,1.7792465159666708,5958
FF11_,3,FF11_.3,2001,1.5546679127108016,5559
FF11_,3,FF11_.3,2006,1.2218241001697583,5148
FF11_,3,FF11_.3,2013,0.7596015261411837,5244
FF11_,4,FF11_.4,1981,1.2626242803648329,3255
FF11_,4,FF11_.4,1986,1.0421252509071761,5580
FF11_,4,FF11_.4,1991,0.920173381157555,4071
FF11_,4,FF11_.4,1996,0.7283177830517801,5301
FF11_,4,FF11_.4,2001,0.5537653696438919,5097
FF11_,4,FF11_.4,2006,0.7365561538495761,4410
FF11_,4,FF11_.4,2013,0.4156254240945627,3870
FF11_,5,FF11_.5,1981,-0.3220762369209167,2100
FF11_,5,FF11_.5,1986,1.3840248301978004,3834
FF11_,5,FF11_.5,1991,0.43177265322317443,1914
FF11_,5,FF11_.5,1996,-0.248271937120429,2928
FF11_,5,FF11_.5,2001,-0.08666869911721407,3471
FF11_,5,FF11_.5,2006,-0.045771110747825056,3150
FF11_,5,FF11_.5,2013,-0.44419277217403275,3171
FF11_,7,FF11_.7,1981,-1.0077094935020259,1884
FF11_,7,FF11_.7,1986,-0.6536380808448051,2493
FF11_,7,FF11_.7,1991,-1.3416346778726302,2130
FF11_,7,FF11_.7,1996,-1.1112656777628316,2613
FF11_,7,FF11_.7,2001,-0.986836095433961,3003
FF11_,7,FF11_.7,2006,-1.0546118261689181,3138
FF11_,7,FF11_.7,2013,-1.1150865588318724,2880
FF11_,9,FF11_.9,1981,-0.58711269817733025,1494
FF11_,9,FF11_.9,1986,-0.5353253947911736,1461
FF11_,9,FF11_.9,1991,0.08701144167134915,1245
FF11_,9,FF11_.9,1996,0.3827923844259125,1485
FF11_,9,FF11_.9,2001,0.13071000095519056,1722
FF11_,9,FF11_.9,2006,0.4983417003818291,2049
FF11_,9,FF11_.9,2013,0.4053999584787425,1923
FF110,1,FF110.1,1981,1.1898553668277554,2544
FF110,1,FF110.1,1986,0.7181851574738617,3546
FF110,1,FF110.1,1991,1.5252741616127063,5556
FF110,1,FF110.1,1996,1.543462654046832,6345
FF110,1,FF110.1,2001,1.5512422775653645,6693
FF110,1,FF110.1,2006,1.733784824050736,8130
FF110,1,FF110.1,2013,1.7417074987869618,7476
FF110,3,FF110.3,1981,0.978041632001875,2826
FF110,3,FF110.3,1986,0.9768900763373624,3792
FF110,3,FF110.3,1991,1.4807874769283769,3102
FF110,3,FF110.3,1996,1.3687729864133402,3516
FF110,3,FF110.3,2001,1.4152946497587262,3510
FF110,3,FF110.3,2006,1.4273019011721673,4461
FF110,3,FF110.3,2013,1.2846201305012914,3849
FF110,4,FF110.4,1981,1.226880139122695,4434
FF110,4,FF110.4,1986,0.6374015191768653,5673
FF110,4,FF110.4,1991,1.0870654642524293,3579
FF110,4,FF110.4,1996,1.0805719624492518,4899
FF110,4,FF110.4,2001,0.9819286703939445,4455
FF110,4,FF110.4,2006,1.1697436392568716,4305
FF110,4,FF110.4,2013,1.0400716020257632,3321
FF110,5,FF110.5,1981,1.0097864723517973,1764
FF110,5,FF110.5,1986,0.462548349959105,1656
FF110,5,FF110.5,1991,1.1195915581333251,1521
FF110,5,FF110.5,1996,1.1126156987464728,2043
FF110,5,FF110.5,2001,1.425889186556856,2424
FF110,5,FF110.5,2006,1.499468255242978,2583
FF110,5,FF110.5,2013,1.4087912496862958,2589
FF110,9,FF110.9,1981,1.1213063808493708,2382
FF110,9,FF110.9,1986,0.5131827082127013,2109
FF110,9,FF110.9,1991,0.9805466197504061,1878
FF110,9,FF110.9,1996,0.8699239421886544,2067
FF110,9,FF110.9,2001,0.583041421844014,2385
FF110,9,FF110.9,2006,0.9016037941735029,2787
FF110,9,FF110.9,2013,0.7560630740687232,2133
FF111,1,FF111.1,1981,0.5632452995853181,1647
FF111,1,FF111.1,1986,1.5007397203819686,2304
FF111,1,FF111.1,1991,0.4210153286599029,2865
FF111,1,FF111.1,1996,0.8569218587580454,3744
FF111,1,FF111.1,2001,0.5630214786847934,3945
FF111,1,FF111.1,2006,0.5874968124707599,4050
FF111,1,FF111.1,2013,0.38219219042356267,4662
FF111,3,FF111.3,1981,-0.40216961208522245,3120
FF111,3,FF111.3,1986,-0.026569577321519024,3165
FF111,3,FF111.3,1991,-1.0629401329631425,1959
FF111,3,FF111.3,1996,-0.7574542894253673,2529
FF111,3,FF111.3,2001,-0.7584870603034077,2313
FF111,3,FF111.3,2006,-0.41017079448649746,2256
FF111,3,FF111.3,2013,-0.7131470954664728,2445
FF111,4,FF111.4,1981,0.43803072562222883,5058
FF111,4,FF111.4,1986,0.8756826496962661,4875
FF111,4,FF111.4,1991,-0.8233909184563691,2313
FF111,4,FF111.4,1996,-0.6397839244221548,3186
FF111,4,FF111.4,2001,-0.5051896252111702,2907
FF111,4,FF111.4,2006,-0.1727548318087517,2313
FF111,4,FF111.4,2013,-0.43745131196620984,2298
FF111,5,FF111.5,1981,-0.6793647945182855,1848
FF111,5,FF111.5,1986,-0.24643014890851916,1695
FF111,5,FF111.5,1991,-0.9024090471702894,870
FF111,5,FF111.5,1996,-0.748898443977526,1383
FF111,5,FF111.5,2001,-1.048824522970961,1887
FF111,5,FF111.5,2006,-1.016687721904619,1188
FF111,5,FF111.5,2013,-0.7762845028932299,1314
FF111,8,FF111.8,1981,-0.9829608656167629,1101
FF111,8,FF111.8,1986,-0.8760528192578757,948
FF111,8,FF111.8,1991,-1.1649855449883588,801
FF111,8,FF111.8,1996,-1.1416703136783155,1194
FF111,8,FF111.8,2001,-0.9488837746392594,1356
FF111,8,FF111.8,2006,-0.9373946652884687,1506
FF111,8,FF111.8,2013,-0.8789617431954324,1401
FF111,9,FF111.9,1981,-0.9854144274068244,2481
FF111,9,FF111.9,1986,-0.6958227849643389,1638
FF111,9,FF111.9,1991,-0.7607221559800813,1074
FF111,9,FF111.9,1996,-0.819498996958885,1257
FF111,9,FF111.9,2001,-0.9680603505582746,1272
FF111,9,FF111.9,2006,-0.5159893102714466,1590
FF111,9,FF111.9,2013,-0.6340964901688504,1491
FF114,1,FF114.1,1981,1.3389152314274388,966
FF114,1,FF114.1,1986,1.7897712307401479,1494
FF114,1,FF114.1,1991,1.8422003667832645,2163
FF114,1,FF114.1,1996,1.588025143738699,2730
FF114,1,FF114.1,2001,1.708839618773647,2850
FF114,1,FF114.1,2006,1.6542151203340523,3213
FF114,1,FF114.1,2013,1.6436562180805743,3765
FF114,3,FF114.3,1981,1.4471596882264353,999
FF114,3,FF114.3,1986,0.4232833857405868,1548
FF114,3,FF114.3,1991,-0.2907644204506186,1572
FF114,3,FF114.3,1996,-0.021592173565479007,1737
FF114,3,FF114.3,2001,0.8041471930646193,1779
FF114,3,FF114.3,2006,0.9743798809724372,1773
FF114,3,FF114.3,2013,0.8333378402999954,1857
FF114,4,FF114.4,1981,1.7409765748468096,2829
FF114,4,FF114.4,1986,1.6875321291027099,3567
FF114,4,FF114.4,1991,0.5179790861216221,2418
FF114,4,FF114.4,1996,-0.39317269771539515,3207
FF114,4,FF114.4,2001,-0.4980714943371602,3102
FF114,4,FF114.4,2006,-0.10613084161354107,2670
FF114,4,FF114.4,2013,-0.294679788868439,2553
FF114,5,FF114.5,1981,-0.5212160902604853,1182
FF114,5,FF114.5,1986,0.07124739889615761,1284
FF114,5,FF114.5,1991,-1.0654768587842853,1329
FF114,5,FF114.5,1996,-0.8989024616856716,1851
FF114,5,FF114.5,2001,-0.7818836580196304,1839
FF114,5,FF114.5,2006,-0.4147731021772254,1737
FF114,5,FF114.5,2013,-0.22364076228587706,1893
FF114,8,FF114.8,1981,-1.1426142262037609,882
FF114,8,FF114.8,1986,-0.7323178284325002,975
FF114,8,FF114.8,1991,-1.131976722038079,1317
FF114,8,FF114.8,1996,-1.13187186573857,1530
FF114,8,FF114.8,2001,-1.0755637420853608,1776
FF114,8,FF114.8,2006,-1.1017149277124878,1728
FF114,8,FF114.8,2013,-0.9488677853678976,1395
FF114,9,FF114.9,1981,-0.7522491156285429,2916
FF114,9,FF114.9,1986,-0.5923859250698965,2343
FF114,9,FF114.9,1991,-1.0019607902181462,1776
FF114,9,FF114.9,1996,-0.8675372353334228,1773
FF114,9,FF114.9,2001,-0.9453883705150274,1659
FF114,9,FF114.9,2006,-0.5711397221436025,2202
FF114,9,FF114.9,2013,-0.4184695868871877,2193
GH111,1,GH111.1,1981,-1.1860119368666586,1440
GH111,1,GH111.1,1986,-0.9105489303236293,2310
GH111,1,GH111.1,1991,-1.1930545670433883,3363
GH111,1,GH111.1,1996,-1.1835030168670104,2985
GH111,1,GH111.1,2001,-0.8349396863750416,2919
GH111,1,GH111.1,2006,-1.0911393769639388,3597
GH111,1,GH111.1,2013,-1.0003810528964814,2967
GH111,4,GH111.4,1981,-1.0365172360210526,2622
GH111,4,GH111.4,1986,-0.9809550480919027,2823
GH111,4,GH111.4,1991,-1.3756703122182956,1689
GH111,4,GH111.4,1996,-1.0838971978866103,1356
GH111,4,GH111.4,2001,-0.9911681624874662,1314
GH111,4,GH111.4,2006,-1.060303536577907,1191
GH111,4,GH111.4,2013,-0.7940890278836449,990
GH111,5,GH111.5,1981,-1.4183821125518297,4728
GH111,5,GH111.5,1986,-1.3907022833871667,4839
GH111,5,GH111.5,1991,-1.1531301446375795,3150
GH111,5,GH111.5,1996,-1.1027330707832206,2751
GH111,5,GH111.5,2001,-1.0698870758991026,2556
GH111,5,GH111.5,2006,-1.1069884006721744,3081
GH111,5,GH111.5,2013,-0.7902964860981984,2412
GH111,7,GH111.7,1981,-1.3079609969715391,3087
GH111,7,GH111.7,1986,-1.124951921890214,4116
GH111,7,GH111.7,1991,-1.153938600749643,2928
GH111,7,GH111.7,1996,-1.1895535749206716,2475
GH111,7,GH111.7,2001,-1.0462234549314222,2556
GH111,7,GH111.7,2006,-1.2130301602650297,2586
GH111,7,GH111.7,2013,-1.1231247235109698,2325
GH111,9,GH111.9,1981,-1.4530128930393986,1296
GH111,9,GH111.9,1986,-1.2206229081483364,1104
GH111,9,GH111.9,1991,-1.2234849598182953,978
GH111,9,GH111.9,1996,-1.1769577016482897,1188
GH111,9,GH111.9,2001,-1.105151113241444,1368
GH111,9,GH111.9,2006,-1.2302364498438259,1500
GH111,9,GH111.9,2013,-1.1578604959216265,1170
GH112,1,GH112.1,1981,-1.1496185652885689,1011
GH112,1,GH112.1,1986,-0.8422251210148829,1704
GH112,1,GH112.1,1991,-1.143402576290901,2169
GH112,1,GH112.1,1996,-0.9292039358132317,1443
GH112,1,GH112.1,2001,-1.089311671677902,1344
GH112,1,GH112.1,2006,-1.0688841725876812,1140
GH112,1,GH112.1,2013,-1.0592274554720749,945
GH112,5,GH112.5,1981,-1.5300741781014127,2880
GH112,5,GH112.5,1986,-1.1426534055290936,3351
GH112,5,GH112.5,1991,-1.3930634629793393,3423
GH112,5,GH112.5,1996,-1.1541229630408896,4791
GH112,5,GH112.5,2001,-1.1766318182602642,4374
GH112,5,GH112.5,2006,-1.1238161333513823,2709
GH112,5,GH112.5,2013,-1.0413023669714936,1536
GH121,1,GH121.1,1981,-0.41725298261072463,3441
GH121,1,GH121.1,1986,0.42453480740830557,3915
GH121,1,GH121.1,1991,-1.3405625977004871,4770
GH121,1,GH121.1,1996,-0.7762169318851226,4806
GH121,1,GH121.1,2001,-0.9247174725276706,4650
GH121,1,GH121.1,2006,-1.049948169201998,6462
GH121,1,GH121.1,2013,-0.7923057329508565,7257
GH121,4,GH121.4,1981,-0.900484056248561,2298
GH121,4,GH121.4,1986,-1.2954701890144824,4290
GH121,4,GH121.4,1991,-1.100261495595119,5439
GH121,4,GH121.4,1996,-0.7879441364158398,8751
GH121,4,GH121.4,2001,-1.0397175998224544,10464
GH121,4,GH121.4,2006,-1.066164561126989,10641
GH121,4,GH121.4,2013,-1.079934338971792,10605
GH121,5,GH121.5,1981,-1.436721149685913,12480
GH121,5,GH121.5,1986,-1.3145478839966702,12096
GH121,5,GH121.5,1991,-1.2453076981201485,12312
GH121,5,GH121.5,1996,-1.0513486766432238,14190
GH121,5,GH121.5,2001,-1.023515745382565,13509
GH121,5,GH121.5,2006,-1.0575061843173483,13647
GH121,5,GH121.5,2013,-0.9201255924842751,13323
GH121,9,GH121.9,1981,-0.8769113746255914,1923
GH121,9,GH121.9,1986,-0.9240473051506052,2355
GH121,9,GH121.9,1991,-0.24279295704687462,2469
GH121,9,GH121.9,1996,-0.495895498578949,1932
GH121,9,GH121.9,2001,-1.1189967625459392,2379
GH121,9,GH121.9,2006,-1.110350573451939,1887
GH121,9,GH121.9,2013,-1.1476316867943919,2073
GH122,1,GH122.1,1981,1.3805907036237008,1599
GH122,1,GH122.1,1986,1.4569167390741715,2061
GH122,1,GH122.1,1991,1.4844535674441797,2211
GH122,1,GH122.1,1996,1.4294159131942283,2331
GH122,1,GH122.1,2001,1.091936310945167,2247
GH122,1,GH122.1,2006,1.4028155183231095,2634
GH122,1,GH122.1,2013,0.7182107239513381,2823
GH122,5,GH122.5,1981,0.9172369321588308,3006
GH122,5,GH122.5,1986,1.1991726187941305,3240
GH122,5,GH122.5,1991,0.3863004841308002,2979
GH122,5,GH122.5,1996,-0.3566502625141446,3018
GH122,5,GH122.5,2001,0.5127706932706532,2850
GH122,5,GH122.5,2006,1.0371475804531884,3087
GH122,5,GH122.5,2013,0.6979988693271784,2727
GH122,7,GH122.7,1981,-0.9712119642926668,3225
GH122,7,GH122.7,1986,-0.7572034595086199,2883
GH122,7,GH122.7,1991,-1.3389969448886336,1938
GH122,7,GH122.7,1996,-1.17131383618516,1020
GH122,7,GH122.7,2001,-1.041353818802556,870
GH122,7,GH122.7,2006,-0.6360918909337785,951
GH122,7,GH122.7,2013,-0.8918505537662762,876
GH130,1,GH130.1,1981,0.9052839920477143,1869
GH130,1,GH130.1,1986,0.3715831628715636,2655
GH130,1,GH130.1,1991,1.1695823319587375,4479
GH130,1,GH130.1,1996,1.3348480130182516,4539
GH130,1,GH130.1,2001,1.399313389200346,4461
GH130,1,GH130.1,2006,1.4290352356970122,6249
GH130,1,GH130.1,2013,1.5102507516332175,6072
GH130,2,GH130.2,1981,0.5626118328293171,1497
GH130,2,GH130.2,1986,0.6445563215072672,1776
GH130,2,GH130.2,1991,0.9924065795403181,1818
GH130,2,GH130.2,1996,1.2076905260374067,1761
GH130,2,GH130.2,2001,1.591399942854816,2235
GH130,2,GH130.2,2006,0.3890271563638895,3177
GH130,2,GH130.2,2013,1.6980229969247687,3180
GH130,3,GH130.3,1981,-1.0018395081557603,1068
GH130,3,GH130.3,1986,-0.39479864176343255,1317
GH130,3,GH130.3,1991,-0.4018113841018254,1806
GH130,3,GH130.3,1996,0.2015617155491565,1542
GH130,3,GH130.3,2001,-0.17895228686622872,2019
GH130,3,GH130.3,2006,0.48541960265197265,2520
GH130,3,GH130.3,2013,-0.06309551720059409,3474
GH130,4,GH130.4,1981,0.19812368018789692,996
GH130,4,GH130.4,1986,-1.006919612825254,1422
GH130,4,GH130.4,1991,-0.037441545690165313,1083
GH130,4,GH130.4,1996,0.5635127107810957,1560
GH130,4,GH130.4,2001,1.1454096492616566,1647
GH130,4,GH130.4,2006,0.5088716625763311,1890
GH130,4,GH130.4,2013,0.6303800618736614,1875
GH130,5,GH130.5,1981,-0.3749226691061509,5679
GH130,5,GH130.5,1986,-0.770335257394054,6474
GH130,5,GH130.5,1991,-0.27634806638639575,8187
GH130,5,GH130.5,1996,-0.05696943159451283,8439
GH130,5,GH130.5,2001,0.18198859465158604,8544
GH130,5,GH130.5,2006,0.3216438099705965,9993
GH130,5,GH130.5,2013,1.27150200644905,8634
GH130,9,GH130.9,1981,-0.9147398981330435,2559
GH130,9,GH130.9,1986,-0.22479012860142608,2394
GH130,9,GH130.9,1991,-0.7940786821569213,1173
GH130,9,GH130.9,1996,-0.7951817132383412,1341
GH130,9,GH130.9,2001,-0.6761085281884327,1179
GH130,9,GH130.9,2006,-0.6631250677717889,1470
GH130,9,GH130.9,2013,-0.21201983271116984,1416
GH131,1,GH131.1,1981,0.003488811460267277,2625
GH131,1,GH131.1,1986,-0.34173563103480004,4698
GH131,1,GH131.1,1991,-0.3016528884760843,5712
GH131,1,GH131.1,1996,0.0015123458448659305,5334
GH131,1,GH131.1,2001,0.222526173481532,5031
GH131,1,GH131.1,2006,0.279164330924338,6534
GH131,1,GH131.1,2013,0.290227167565792,6408
GH131,3,GH131.3,1981,-0.9142221273902911,1311
GH131,3,GH131.3,1986,-0.8172550480943452,1992
GH131,3,GH131.3,1991,-0.5096324815765811,1692
GH131,3,GH131.3,1996,-0.6345629565212805,2022
GH131,3,GH131.3,2001,1.068753403400302,1827
GH131,3,GH131.3,2006,-0.24405111192411028,3021
GH131,3,GH131.3,2013,0.41683108264410973,3531
GH131,4,GH131.4,1981,-0.3514859568665349,3933
GH131,4,GH131.4,1986,-1.0578478365349229,4824
GH131,4,GH131.4,1991,-1.1966544976103015,3021
GH131,4,GH131.4,1996,-0.7420845925138396,2787
GH131,4,GH131.4,2001,-0.28181155788626994,2553
GH131,4,GH131.4,2006,-0.99567526428345,3291
GH131,4,GH131.4,2013,-0.9898777881302242,3096
GH131,5,GH131.5,1981,-1.1764102763182358,9969
GH131,5,GH131.5,1986,-0.7507565852332548,9951
GH131,5,GH131.5,1991,-1.044041250548478,6663
GH131,5,GH131.5,1996,-0.8101244003681787,7212
GH131,5,GH131.5,2001,-0.2827499963449443,7440
GH131,5,GH131.5,2006,-0.9429544634480447,9684
GH131,5,GH131.5,2013,-0.6214767986629799,9321
GH131,7,GH131.7,1981,-1.3515953661895093,1962
GH131,7,GH131.7,1986,-1.1585942549660995,2637
GH131,7,GH131.7,1991,-1.2676937812416607,1800
GH131,7,GH131.7,1996,-1.1953169870108695,1293
GH131,7,GH131.7,2001,-1.175742875804755,1284
GH131,7,GH131.7,2006,-1.2445404051885456,1551
GH131,7,GH131.7,2013,-1.1545579255765441,1251
GH131,9,GH131.9,1981,-1.2567963751382776,1950
GH131,9,GH131.9,1986,-1.5148006832901484,1542
GH131,9,GH131.9,1991,-1.179652215961054,1335
GH131,9,GH131.9,1996,-0.6127086812966788,1320
GH131,9,GH131.9,2001,-0.6776415433300544,1512
GH131,9,GH131.9,2006,-0.938017515652097,1725
GH131,9,GH131.9,2013,-0.5788359663396844,1500
GH132,1,GH132.1,1981,-0.16422604491592177,2859
GH132,1,GH132.1,1986,0.14782974770657564,4518
GH132,1,GH132.1,1991,0.7471524022005075,6153
GH132,1,GH132.1,1996,1.2131600997173433,6456
GH132,1,GH132.1,2001,1.4629554861307128,6600
GH132,1,GH132.1,2006,1.4524568596950802,7746
GH132,1,GH132.1,2013,1.6067814287091513,7860
GH132,4,GH132.4,1981,1.4185584763070043,1302
GH132,4,GH132.4,1986,0.8367731041984291,1572
GH132,4,GH132.4,1991,0.3802429827911751,1098
GH132,4,GH132.4,1996,0.46763417517820216,1290
GH132,4,GH132.4,2001,0.10326110589218646,1542
GH132,4,GH132.4,2006,0.41760275955457693,1389
GH132,4,GH132.4,2013,0.31282656592920505,1131
GH132,5,GH132.5,1981,-0.6450288898409682,11337
GH132,5,GH132.5,1986,-0.21214343388263898,11235
GH132,5,GH132.5,1991,-0.7176143446258051,9447
GH132,5,GH132.5,1996,0.26187410917990317,11247
GH132,5,GH132.5,2001,1.344819267548396,12150
GH132,5,GH132.5,2006,1.0396311829502018,14334
GH132,5,GH132.5,2013,0.7999239212747372,13851
GH133,4,GH133.4,1981,0.5323496953266535,2151
GH133,4,GH133.4,1986,0.46088667872847205,2097
GH133,4,GH133.4,1991,-0.37069865449323675,1134
GH133,4,GH133.4,1996,-1.0836362772513626,2148
GH133,4,GH133.4,2001,-1.1570254500326453,2553
GH133,4,GH133.4,2006,-1.0498031546830207,2316
GH133,4,GH133.4,2013,-1.005073679725387,1959
GH133,5,GH133.5,1981,-0.1197372397476686,7545
GH133,5,GH133.5,1986,0.12013052087730972,5925
GH133,5,GH133.5,1991,-0.6283376013965781,3759
GH133,5,GH133.5,1996,-1.2449425007699557,6663
GH133,5,GH133.5,2001,-1.1557653263098615,7125
GH133,5,GH133.5,2006,-1.0707517895474876,6348
GH133,5,GH133.5,2013,-1.0801017678321265,6549
GH21_,1,GH21_.1,1981,0.5857615201827495,7728
GH21_,1,GH21_.1,1986,0.828681595636613,10716
GH21_,1,GH21_.1,1991,1.0158122574822033,11451
GH21_,1,GH21_.1,1996,0.7254125021581104,13782
GH21_,1,GH21_.1,2001,0.5889372569132981,15999
GH21_,1,GH21_.1,2006,0.4174531540494559,20070
GH21_,1,GH21_.1,2013,0.9667857737039702,20610
GH21_,4,GH21_.4,1981,0.9678296334052169,2073
GH21_,4,GH21_.4,1986,0.6350050175627674,2988
GH21_,4,GH21_.4,1991,0.9057837062021274,2505
GH21_,4,GH21_.4,1996,0.7866565694895842,3486
GH21_,4,GH21_.4,2001,0.797182761278796,3744
GH21_,4,GH21_.4,2006,0.9209164727208314,4857
GH21_,4,GH21_.4,2013,1.09490323713892,5238
GH21_,5,GH21_.5,1981,0.2591189179932936,21594
GH21_,5,GH21_.5,1986,0.6780205222511353,27645
GH21_,5,GH21_.5,1991,0.7941271635944678,27612
GH21_,5,GH21_.5,1996,0.8175714263004029,39330
GH21_,5,GH21_.5,2001,0.6949645557095618,42177
GH21_,5,GH21_.5,2006,0.561943503533797,47385
GH21_,5,GH21_.5,2013,1.395754801767833,49668
GH21_,9,GH21_.9,1981,-0.24457199787726216,4545
GH21_,9,GH21_.9,1986,-0.22433254724004728,3606
GH21_,9,GH21_.9,1991,-0.7519258641941982,3654
GH21_,9,GH21_.9,1996,-0.3519923828959751,5373
GH21_,9,GH21_.9,2001,-0.6451978596925771,7890
GH21_,9,GH21_.9,2006,-0.5531308985745413,8487
GH21_,9,GH21_.9,2013,-0.6024242324676622,7380
II111,1,II111.1,1981,-0.3680875792602198,1071
II111,1,II111.1,1986,-1.2601644475384017,1791
II111,1,II111.1,1991,-0.6311261201323242,1848
II111,1,II111.1,1996,-1.0648567043064563,2097
II111,1,II111.1,2001,-0.9828094249258311,2178
II111,1,II111.1,2006,-0.9424495726110043,2625
II111,1,II111.1,2013,-0.5684679875508153,2529
II111,4,II111.4,1981,-0.6629652074445069,2895
II111,4,II111.4,1986,-0.9307894483537379,3141
II111,4,II111.4,1991,-0.9377025403626005,2115
II111,4,II111.4,1996,-0.9743892891686063,2655
II111,4,II111.4,2001,-0.6634574557227443,2493
II111,4,II111.4,2006,-0.7444063115166256,2313
II111,4,II111.4,2013,-0.5496708270060439,2160
II111,8,II111.8,1981,-0.688524287461831,13434
II111,8,II111.8,1986,-0.9745807026133305,12387
II111,8,II111.8,1991,-0.8642383111892541,12036
II111,8,II111.8,1996,-1.1043073682814144,13143
II111,8,II111.8,2001,-1.1488218317511703,14010
II111,8,II111.8,2006,-1.1086261252500473,14343
II111,8,II111.8,2013,-1.1278502884679462,13947
